CALLSIGN,SSR INDICATION,ICAO 3LD,UNIT OR OPERATOR,FORCE,ACFT TYPE,COUNTRY,SOURCE REMARK,OPERATIONAL NOTE,LOCATION NOTE2,ETYMOLOGY NOTE,MISCELLANEOUS NOTE,ASSOCIATED FIXED CALLSIGN,APPROVED CONTRACTION,TAXONOMY,SENSITIVITY,SOURCE,,,,,,,,,,,,,,,,,
SNARL,SNARL,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SNATCH,SNATCH,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SNATCH,SNTCH,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SNATCH,SNATCH,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SNATCH,SNTCH,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SNEAK,SNEAK,-,207 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SNIPER,SNIPR,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SNOOPER,N/A,-,5 SQUADRON,ROYAL AIR FORCE,GLEX,UNITED KINGDOM,,,,,DISBANDED MARCH 2021,U,U,1,,,,,,,,,,,,,,,,,,,
SOHO,SOHO,-,UNIVERSITIES OF LONDON AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SOLEX,SOLEX,-,8 SQUADRON,ROYAL AIR FORCE,E737,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SOLEX,SOLEX,-,23 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,,,,CEASED FLYING OPERATIONS 2009,U,N,1,,,,,,,,,,,,,,,,,,,
SOLOMON,SOLMN,-,MANCHESTER AND SALFORD UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SOLWAY,SOLWAY,EDY,APOLLO AIR SERVICES,CIVILIAN OPERATOR,A109,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SONIC,SONIC,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SORCERER,SORCR,-,824 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPANGLE,SPNGL,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPANK,SPANK,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPARROWHAWK,KRH,KRH,GENERIC,CIVILIAN OPERATOR,VARIOUS,UNITED KINGDOM,,UK ROYAL/VIP FLIGHTS IN CIVIL CHARTERED AIRCRAFT,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SPARTAN,SPRTN,-,2 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPARTAN,SPARTA,-,2 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SPEAR,SPEAR,-,652 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPECTRE,SPECTRE,-,60 SQUADRON,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SPECTRE,SPECTRE,-,60 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SPECTRE,SPCTR,-,60 SQUADRON,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPECTRE,SPCTR,-,60 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPEED,SPEED,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPIDER,SPIDR,-,700X NAVAL AIR SQUADRON,ROYAL NAVY,DRON,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPINDLE,N/A,N/A,FORWARD AIR CONTROLLER (AIR),MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
SPINNER,SPNNR,-,674 SQUADRON,ARM,N/A,UNITED KINGDOM,,,,,DISBANDED APRIL 2021,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPITFIRE,SPTFR,-,BATTLE OF BRITAIN MEMORIAL FLIGHT,ROYAL AIR FORCE,SPIT,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPLINTER,SPNTR,-,633 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPLINTER,SPNTR,-,663 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPRINGER,SPRGR,-,651 SQUADRON,ARMY AIR CORPS,N/A,UNITED KINGDOM,,,,,FLYING OPERATIONS CEASED 2021,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SPYGLASS,N/A,N/A,AIR RECONNAISSANCE,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
ST,ST,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
STAG,STAG,-,SOUTHAMPTON UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STAKE,STAKE,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STALKER,STLKR,-,25 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STAMPEDE,STMPD,-,1 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STARBEAM,STRBM,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STARLIGHT,N/A,N/A,MEDICAL,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
STARLING,STRLN,-,RAF ODIHAM,ROYAL AIR FORCE,H47,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STARTREK,STRTRK,-,70 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
STARTREK,STRTK,-,70 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STEALTH,STLTH,-,617 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STEEL,STEEL,-,1435 FLIGHT,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,QRA AIRCRAFT DEPLOYED TO FALKLANDS.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STEELER,STEELER,-,YORKSHIRE UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
STEELER,STELR,-,YORKSHIRE UNIVERSITIES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STINGER,STINGR,-,84 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,SQUADRON EMBLEM IS A SCORPION,,U,N,1,,,,,,,,,,,,,,,,,,,
STINGRAY,STGRY,-,120 SQUADRON,ROYAL AIR FORCE,B738,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STINGRAY,STNRY,-,120 SQUADRON,ROYAL AIR FORCE,B738,UNITED KINGDOM,,,,,,Y,N,1,,,,,,,,,,,,,,,,,,,
STIRLING,STLNG,-,7 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STOIC,STOIC,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
STONE,STONE,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STORM,STORM,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STORM,SM,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
STOUT,STOUT,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STRIKE,STRKE,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STRIKER,STRKR,-,47 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,,,,DISBANDED JUNE 2023,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STRIKER,WIT,WIT,WITTERING FLYING TRAINING UNIT,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STRONG,STRNG,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STUFF,STUFF,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
SUNBURST,SNBST,-,4 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,JET CONVERSION TRAINING,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SUNRAY,N/A,N/A,COMMANDER,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
SURFER,SURFR,-,814 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,EMBARKED AT SEA,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SWALLOW,N/A,N/A,GENERIC,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RAF JOINT HELICOPTER COMMAND AIRCRAFT ON SEARCH AND RESCUE OPERATION,,,,,U,N/A,1,,JSP506,,,,,,,,,,,,,,,,,
SWEEP,SWEEP,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SWIFT,SWIFT,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SWIFT,SWFT,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
MALLARD,UNKN,-,47 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,DISBANDED JUNE 2023,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SWIPE,SWIPE,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SWITCHBLADE,SWBLD,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SWITCHBLADE,SWTCH,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SWITCHBLADE,SWBLD,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SWITCHBLADE,SWTCH,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,N,1,,,,,,,,,,,,,,,,,,,
SWORD,SWORD,-,1435 FLIGHT,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,QRA AIRCRAFT DEPLOYED TO FALKLANDS.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SYCAMORE,SYCMR,-,845 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
SYERSTON,SYERSTON,SYO,644 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SYERSTON,SYO,SYO,644 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
SYNCHRO,SYNCR,-,ROYAL AIR FORCE AEROBATIC TEAM,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,2 AIRCRAFT,,SYNCHRO PAIR,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TAC,TAC,-,99 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TACO,TACO,-,493RD FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TAHOE,TAHOE,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TALLBOY,N/A,N/A,617 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,,OPERATIONS,,,,U,N/A,1,,JSP506,,,,,,,,,,,,,,,,,
TALON,TALON,-,825 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TALON,TALON,-,7TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,V22,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
TAMAR,TAMAR,-,727 NAVAL AIR SQUADRON,ROYAL NAVY,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TANKBUSTER,TKBST,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLACKSMITH,UNKN,-,43 SQUADRON,ROYAL AIR FORCE,P8,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
GAMECOCK,UNKN,-,43 SQUADRON,ROYAL AIR FORCE,P8,UNITED KINGDOM,THE GAMECOCK IS USED AS THE SQUADRON EMBLEM,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
IGLOO,UNKN,-,43 SQUADRON,ROYAL AIR FORCE,P8,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TAPESTRY,TPSTY,-,GENERIC,ROYAL NAVY,VARIOUS,UNITED KINGDOM,ROYAL NAVY AIRCRAFT OPERATING IN A FISHERY PROTECTION CAPACITY,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
STARBUCK,UNKN,-,31 SQUADRON,ROYAL AIR FORCE,Q9,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TAPPET,TAPET,-,RAF SHAWBURY,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TAPPET,TAPET,-,RAF SHAWBURY,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TARNISH,WTN,WTN,WARTON BAE,DEFENCE EQUIPMENT & SUPPORT,EUFI,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TARTAN,TRTN,-,101 SQUADRON,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TARTAN,TTN,-,101 SQUADRON,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TARTAN,TARTN,-,101 SQUADRON,ROYAL AIR FORCE,A332,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TARZAN,TARZN,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TASER,TASER,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TASMAN,TASMN,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TATHAN,TATHN,-,UNIVERSITY OF WALES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TEAPOT,TEPOT,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TEDDER,TEDDR,-,207 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TEEBIRD,TEE,TEE,WEST FREUGH DETO,DEFENCE EQUIPMENT & SUPPORT,UNKN,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TEMPEST,TMPST,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TEMPLAR,TMPLR,-,16 SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TEPID,TEPID,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TERNHILL,THL,THL,632 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TESTER,ETP,ETP,QINETIQ EMPIRE TEST PILOT SCHOOL,MINISTRY OF DEFENCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
THALAB,THALB,-,12 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
THOR,THOR,-,495TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
THORNEY,THNEY,-,206 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
THRIFTY,THFTY,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
THUMPER,THMPR,-,674 SQUADRON,ARM,N/A,UNITED KINGDOM,,,,,DISBANDED APRIL 2021,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
THUNDERBIRD,TBIRD,-,UNKN,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
THUNDERBOLT,THNDR,-,42 SQUADRON,ROYAL AIR FORCE,P8,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TIFF,N/A,N/A,GENERIC,ROYAL AIR FORCE,N/A,UNITED KINGDOM,SENIOR RAF OFFICER AT SEARCH AND RESCUE SCENE,,,,,U,N/A,2,,JSP506,,,,,,,,,,,,,,,,,
TIGER,TIGER,-,814 NAVAL AIR SQUADRON,ROYAL NAVY,EH10,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TIKI,TIKI,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,RESERVE WORD CALLSIGN POOL,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TINSEL,TINSL,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS HAVARD,,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,T6,UNITED KINGDOM,,,,,,U,Y,1,,,,,,,,,,,,,,,,,,,
TIRPITZ,TIRPIT,-,9 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,SQUADRON SANK THE GERMAN BATTLESHIP TIRPITZ IN WW2,,U,N,1,,,,,,,,,,,,,,,,,,,
TIRPITZ,TRPTZ,-,9 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,SQUADRON SANK THE GERMAN BATTLESHIP TIRPITZ IN WW2,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TITAN,TITAN,-,27 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TITO,TITO,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,, OBSERVED CONDUCTING PARACHUTE TRAINING,U,U,1,,,,,,,,,,,,,,,,,,,
TOLSTOY,TLSTY,-,660 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TONGA,TONGA,-,UNIVERSITY OF BIRMINGHAM AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TOOL,N/A,N/A,GENERIC,ROYAL AIR FORCE,N/A,UNITED KINGDOM,THE SHIP BEING CIRCLED BY THE REPORTING AIRCRAFT.,,,,,U,N/A,3,,JSP506,,,,,,,,,,,,,,,,,
TOPAZ,TOPAZ,-,RAF BARKSTON HEATH,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,FORMATION,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TOPCLIFFE,TOP,TOP,645 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TOPCLIFFE,TPCLIFFE,TOP,645 VOLUNTEER GLIDING SQUADRON,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TOPKNOT,TOPNOT,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,THREAT SIMULATION,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
TOPKNOT,TPKNT,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,THREAT SIMULATION,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
TOPSTAR,TPSTR,-,CIVIL FLYING ORGANISATION,QINETIQ,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
