CALLSIGN,SSR INDICATION,ICAO 3LD,UNIT OR OPERATOR,FORCE,ACFT TYPE,COUNTRY,SOURCE REMARK,OPERATIONAL NOTE,LOCATION NOTE2,ETYMOLOGY NOTE,MISCELLANEOUS NOTE,ASSOCIATED FIXED CALLSIGN,APPROVED CONTRACTION,TAXONOMY,SENSITIVITY,SOURCE,,,,,,,,,,,,,,,,,
BEAMER,BEAMR,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,,OPERATIONAL READINESS TRAINING FLEET,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BEAUFIGHTER,BEFTR,-,29 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BEBOP,BEBOP,-,1 REGIMENT,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,REGIMENTAL HEADQUARTERS,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BEDLAM,BEDLM,-,653 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BEDLAM,BEDLAM,-,653 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BENBOW,BENBW,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,,OPERATIONAL READINESS TRAINING FLEET,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BENGAL,BENGL,-,652 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,STATION HEADQUARTERS,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BEST,BEST,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BIG CAT,BIGCT,-,230 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BIGCAT,BIGCT,-,230 SQUADRON,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BILLET,BILLT,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,,OPERATIONAL READINESS TRAINING FLEET,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BILLHOOK,BILHK,-,661 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BIRD-DOG,N/A,N/A,GENERIC,ROYAL NAVY,N/A,UNITED KINGDOM,,,INTERNAL FOR SEARCH AND RESCUE VESSELS,,,U,N/A,3,,JSP506,,,,,,,,,,,,,,,,,
BISHOP,N/A,-,GAMA AVIATION,UK GOVERNMENT CONTRACTOR,BN2T,UNITED KINGDOM,,,"DUE TO THE NATURE OF THESE FLIGHTS, SSR INDICATION IS RARELY DISPLAYED",,,U,N/A,1,,,,,,,,,,,,,,,,,,,
BLACK,BLACK,-,825 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLACK CAT,BCT,-,99 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLACK CAT,BKCT,-,99 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLACK CAT,BLCT,-,99 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLACK CAT,BLKCAT,-,99 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLACK CAT,BLKCT,-,99 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLACK CATS,BLACK,-,825 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,HELICOPTER DISPLAY TEAM,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLACK KNIGHT,BKNHT,-,17 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,OPERATIONAL EVALUATION UNIT EDWARDS AFB,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLACKBOX,RRS,RRS,QINETIQ EMPIRE TEST PILOT SCHOOL,MINISTRY OF DEFENCE,VARIOUS,UNITED KINGDOM,,,FORMATION,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLACKKNIGHT,BKNHT,-,17 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,OPERATIONAL EVALUATION UNIT EDWARDS AFB,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLACKSHEEP,BLKSHP,-,51 SQUADRON,ROYAL AIR FORCE,R135,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLACKSHEEP,BLKSHP,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLADE,BLADE,-,654 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,REGIMENTAL HEADQUARTERS,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLADESLAP,BDSLP,-,18 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLAST,BLAST,-,495TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F35,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLATANT,BLTNT,-,7 REGIMENT,ARMY AIR CORPS,H64,UNITED KINGDOM,,,REGIMENTAL HEADQUARTERS,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLAZER,BLAZR,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLAZER,BLZR,-,72 SQUADRON,ROYAL AIR FORCE,TEX2,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLENHEIM,BLNHM,-,30 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLIZZARD,BLZRD,-,2 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLOATER,BLOTR,-,4 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLOODHOUND,BLHND,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLOODHOUND,BLDHND,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLOWLAMP,BLWLP,-,JOINT FORCE AIR COMPONENT HEADQUARTERS,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,RESERVE WORD CALLSIGN POOL,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLUE,BLUE,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,,OPERATIONAL READINESS TRAINING FLEET,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLUE EAGLES,BLGL,-,ARMY AIR CORPS HELICOPTER DISPLAY TEAM,BRITISH ARMY,VARIOUS,UNITED KINGDOM,,,DISBANDED 2010,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BLUEBELL,N/A,N/A,MARINE ENGINEERS / ARMY ELECTRICAL AND MECHANICAL ENGINEERS,MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,ACP125 RADIO APPOINTMENT TITLE,,,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
BLUEBIRD,BLBRD,-,UNKN,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,OBSRVD 17/12/24 - TRAINING LIVERPOOL,,,U,N,1,,,,,,,,,,,,,,,,,,,
BLUSTER,BLSTR,-,1 REGIMENT,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,COMMANDING OFFICER,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOBBIN,BOBIN,-,AIR AND SPACE WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOBBY,BOBBY,-,100TH AIR REFUELING WING,UNITED STATES AIR FORCE EUROPE,K35R,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BOBBY,MCBY,-,100TH AIR REFUELING WING,UNITED STATES AIR FORCE EUROPE,K35R,UNITED KINGDOM,,,MILDENHALL,,ADS-C CODE,U,U,1,,,,,,,,,,,,,,,,,,,
BOBCAT,BOBCT,-,847 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,OUT OF AREA OPERATIONS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOLAR,BOLAR,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOLEY,BOLEY,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BOLT,BOLT,-,207 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOMBER,BOMBR,-,18 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOND,BOND,-,24 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BOND,BOND,-,70 SQUADRON,ROYAL AIR FORCE,A400,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BOND,BOND,-,24 SQUADRON,ROYAL AIR FORCE,C17,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BONES,BONES,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BONGO,BONGO,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BONZA,BONZA,-,617 SQUADRON,ROYAL AIR FORCE,VF35,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BORIS,BORIS,-,9 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOSOX,BOSOX,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,PORTMANEUX OF BOSTON REDSOX,,U,N,1,,,,,,,,,,,,,,,,,,,
BOULDER,BOLDR,-,RAF SHAWBURY,ROYAL AIR FORCE,EC35,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOULDER,BOLDR,-,RAF SHAWBURY,ROYAL AIR FORCE,EC45,UNITED KINGDOM,,STATION CALLSIGN,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOUNTY,BNTEY,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,HAWK,UNITED KINGDOM,MISSLE SIM,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOXER,BOXER,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BOXWOOD,N/A,N/A,"NUCLEAR, BIOLOGICAL AND CHEMICAL STAFF",MINISTRY OF DEFENCE,N/A,UNITED KINGDOM,,,,,RADIO APPOINTMENT TITLE,U,N/A,2,,ACP125,,,,,,,,,,,,,,,,,
BRANDY,BRNDY,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BRAT,BRAT,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
BRAWLER,BRWLR,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BREEZE,BREEZE,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BREW,BREW,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BRICK,BRICK,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BRIGG,BRIGG,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BRITANNIA,BRIT,-,727 NAVAL AIR SQUADRON,ROYAL NAVY,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BRITANNIA,BRITANN,-,727 NAVAL AIR SQUADRON,ROYAL NAVY,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BRITANNIA,BTNIA,-,727 NAVAL AIR SQUADRON,ROYAL NAVY,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BROADWAY,BWY,BWY,DRAKEN EUROPE,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,N,1,,,,,,,,,,,,,,,,,,,
BROCK,BROCK,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BROKER,BROKR,-,659 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,STATION HEADQUARTERS,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BROMIDE,BROMD,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BRONCO,N/A,-,4 SQUADRON,ROYAL AIR FORCE,N/A,UNITED KINGDOM,OPERATIONS,,,,,U,N/A,2,,JSP506,,,,,,,,,,,,,,,,,
BRONZE,BRNZE,-,JOINT SERVICES AIR TASKING ORGANISATION,DEFENCE EQUIPMENT & SUPPORT,FA20,UNITED KINGDOM,,OPERATIONAL READINESS TRAINING FLEET,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BROV,BROV,-,351ST AIR REFUELLING SQUADRON,UNITED STATES AIR FORCE EUROPE,K35R,UNITED KINGDOM,,,MILDENHALL,,,Y,U,1,,,,,,,,,,,,,,,,,,,
BRUISER,N/A,-,GENERIC,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,OPERATING FROM RAF AKROTIRI IN SUPPORT OF OPERATION SHADER,U,U,1,,,,,,,,,,,,,,,,,,,
BRUSH,BRUSH,-,351ST AIR REFUELING SQUADRON,UNITED STATES AIR FORCE EUROPE,K35R,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BRUTAL,BRUTL,-,3 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BUCK,BUCK,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BUD,BUD,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
BULLET,BULLET,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
DITTY,UNKN,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,MILDENHALL,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
DONNA,UNKN,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,MILDENHALL,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
GENUS,UNKN,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,MILDENHALL,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
INTO,UNKN,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,MILDENHALL,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
JEST,UNKN,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,MILDENHALL,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
JUNK,UNKN,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,MILDENHALL,,,,,U,U,1,,,,,,,,,,,,,,,,,,,
BULLSEYE,BLEYE,-,GLIDING EXAMINING WING,ROYAL AIR FORCE,G103,UNITED KINGDOM,,,,,NO. 2 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
BURNT,BURNT,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BUSH,BUSH,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BUSH,BUSH,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,V22,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
BUTANE,N/A,-,UNKN,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,OPERATING FROM RAF AKROTIRI IN SUPPORT OF OPERATION SHADER,U,U,1,,,,,,,,,,,,,,,,,,,
BUZZ,BUZZ,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
CACTUS,CACTS,-,APACHE TRAINING TEAM,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
NAVYWINGS TIGERMOTH,,-,NAVY WINGS,FLY NAVY HERITAGE TRUST,DH82,UNITED KINGDOM,,,,,,U,Y,1,,,,,,,,,,,,,,,,,,,
CAGE,CAGE,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
CAGE,CAGE,-,352ND SPECIAL OPERATIONS WING,UNITED STATES AIR FORCE EUROPE,V22,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
CALIX,CALIX,-,67TH SPECIAL OPERATIONS SQUADRON,UNITED STATES AIR FORCE EUROPE,C30J,UNITED KINGDOM,,,MILDENHALL,,,U,U,1,,,,,,,,,,,,,,,,,,,
CALLOW,CALOW,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CAMEL,CAMEL,-,45 SQUADRON,ROYAL AIR FORCE,E50P,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CAMELOT,CAMLT,-,28 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CANAL,CANAL,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CANDID,CNDID,-,670 SQUADRON,ARMY AIR CORPS,EC35,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CANDID,CNDID,-,670 SQUADRON,ARMY AIR CORPS,EC45,UNITED KINGDOM,,,,,NO. 1 FLYING TRAINING SCHOOL,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CANNON,CANNN,-,6 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CANTAB,CANTAB,-,CAMBRIDGE UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CANTAB,CANTB,-,CAMBRIDGE UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CANTAB,CNTAB,-,CAMBRIDGE UNIVERSITY AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
IMAGE,UNKN,-,8 SQUADRON,ROYAL AIR FORCE,E737,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CAPITAL,CAPTL,-,UNIVERSITIES OF LONDON AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CARBON,CARBN,-,661 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CARBON,CARBON,-,661 SQUADRON,ARMY AIR CORPS,LYNX,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CARBON,CARBN,-,100 SQUADRON,ROYAL AIR FORCE,HAWK,UNITED KINGDOM,,,,,DISBANDED MARCH 2022,U,N,1,,,,,,,,,,,,,,,,,,,
CARD,CARD,-,492ND FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CARNAGE,CRNGE,-,673 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CARNAGE,CARNAGE,-,673 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CARNAGE,CARNGE,-,673 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CARNAGE,CRNG,-,673 SQUADRON,ARMY AIR CORPS,H64,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CART,CART,-,48TH FIGHTER WING,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
CARTEL,CARTEL,-,815 NAVAL AIR SQUADRON,ROYAL NAVY,LYNX,UNITED KINGDOM,MARITIME INTERDICTION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CASHEW,CASHW,-,HEADQUARTERS AIR COMMAND (RESERVE WORD CALLSIGN POOL),ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,RESERVED FOR  2 GROUP EXERCISES.,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CASINO,CASINO,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,N,1,,,,,,,,,,,,,,,,,,,
CASINO,CASIN,-,494TH FIGHTER SQUADRON,UNITED STATES AIR FORCE EUROPE,F15,UNITED KINGDOM,,,LAKENHEATH,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CASTLE,CASTLE,-,CASTLE AIR,CIVILIAN OPERATOR,A109,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CAUSTIC,CASTC,-,AIR AND SPACE WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CAUSTIC,CASTC,-,AIR WARFARE CENTRE,ROYAL AIR FORCE,VARIOUS,UNITED KINGDOM,,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CELTIC,CELTIC,-,UNIVERSITIES OF GLASGOW AND STRATHCLYDE AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,N,1,,,,,,,,,,,,,,,,,,,
CHAFFINCH,CHFCH,-,UNIVERSITY OF WALES AIR SQUADRON,ROYAL AIR FORCE,G115,UNITED KINGDOM,FORMATION,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CHAMPAGNE,CHMPN,-,28 SQUADRON,ROYAL AIR FORCE,H47,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
CHAOS,CHAOS,-,3 SQUADRON,ROYAL AIR FORCE,EUFI,UNITED KINGDOM,,,,,,U,Y,1,,JSP506,,,,,,,,,,,,,,,,,
