ICAO CODE,IATA CODE,ALTERNATIVE CODE,LOCATION SERVED,AIRPORT,ALTERNATIVE NAME,HISTORICAL NAME,COUNTRY,TYPE,USER,NOTES,ICAO REGION
BGAA,JEG,-,AASIAAT (EGEDESMINDE),AASIAAT AIRPORT,-,-,GREENLAND,,,-,B
BGAC,-,-,GREENLAND AIR,MARITIME RESCUE COORDINATOR CENTRE,JRCC GREENLAND,-,GREENLAND,ADMINISTRATIVE,DUAL,SEARCH AND RESCUE COORDINATION CENTRE,B
BGAG,AOQ,-,"AAPPILATTOQ, AVANNAATA",AAPPILATTOQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGAK,QCU,-,AKUNNAAQ,AKUNNAAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGAM,AGM,-,TASIILAQ,TASIILAQ HELIPORT (AMMASSALIK HELIPORT),-,-,GREENLAND,HELIPORT,,-,B
BGAP,LLU,-,ALLUITSUP PAA (SYDPRØVEN),ALLUITSUP PAA HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGAQ,QUV,-,"AAPPILATTOQ, KUJALLEQ",AAPPILATTOQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGAS,QUW,-,AMMASSIVIK (SLETTEN),AMMASSIVIK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGAT,QGQ,-,ATTU,ATTU HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGAU,-,-,AAPPALUTTOQ,AAPPALUTTOQ AERODROME,-,-,GREENLAND,,PRIVATE,-,B
BGBW,UAK,-,NARSARSUAQ,NARSARSUAQ AIRPORT,MITTARFIK NARSARSUAQ,NARSARSUAQ AIR BASE,GREENLAND,LAND AIRPORT,PUBLIC,-,B
BGCH,JCH,-,QASIGIANNGUIT (CHRISTIANSHÅB),QASIGIANNGUIT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGCO,CNP,-,JAMESON LAND,NERLERIT INAAT AIRPORT,CONSTABLE PYNT LUFTHAVN,-,GREENLAND,LAND AIRPORT,PUBLIC,-,B
BGDB,-,-,DANEBORG,DANEBORG AIRPORT,-,-,GREENLAND,,,-,B
BGDH,-,-,DANMARKSHAVN,DANMARKSHAVN AERODROME,-,-,GREENLAND,LAND AIRPORT,PRIVATE,-,B
BGET,QFG,-,EQALUGAARSUIT,EQALUGAARSUIT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGFD,QFN,-,NARSAQ KUJALLEQ (FREDERIKSDAL),NARSAQ KUJALLEQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGGH,GOH,-,NUUK (GODTHÅB),NUUK AIRPORT,-,-,GREENLAND,,,-,B
BGGL,-,-,NUUK FIR,EN ROUTE AIR TRAFFIC CONTROL CENTER,-,-,GREENLAND,AIR TRAFFIC CONTROL,DUAL,-,B
BGGN,JGO,-,QEQERTARSUAQ (GODHAVN),QEQERTARSUAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIA,IKE,-,IKERASAK,IKERASAK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIG,QFI,-,IGINNIARFIK,IGINNIARFIK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIK,QRY,-,IKERASAARSUK,IKERASAARSUK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIL,XIQ,-,ILIMANAQ (CLAUSHAVN),ILIMANAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIN,IUI,-,INNAARSUIT,INNAARSUIT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIO,QFX,-,IGALIKU,IGALIKU HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIS,IOQ,-,ISERTOQ,ISORTOQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGIT,QJI,-,IKAMIUT,IKAMIUT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGJH,JJU,-,QAQORTOQ (JULIANEHÅB),QAQORTOQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGJN,JAV,-,ILULISSAT (JAKOBSHAVN),ILULISSAT AIRPORT,-,-,GREENLAND,,,-,B
BGKA,QPW,-,KANGAATSIAQ,KANGAATSIAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGKK,KUS,-,KULUSUK,KULUSUK AIRPORT,-,-,GREENLAND,,,-,B
BGKL,UPK,-,UPERNAVIK KUJALLEQ (SØNDRE UPERNAVIK),UPERNAVIK KUJALLEQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGKM,KUZ,-,KUUMMIIT,KUUMMIIT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGKQ,KHQ,-,KULLORSUAQ,KULLORSUAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGKS,KGQ,-,KANGERSUATSIAQ (PRØVEN),KANGERSUATSIAQ HELIPORT,-,-,GREENLAND,HELIPORT,PUBLIC,-,B
BGKT,QJE,-,KITSISSUARSUIT (HUNDE EJLANDE),KITSISSUARSUIT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGMO,-,-,MORIUSAQ,MORIUSAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGMQ,JSU,-,MANIITSOQ (SUKKERTOPPEN),MANIITSOQ AIRPORT,-,-,GREENLAND,,,-,B
BGMV,-,-,MESTERSVIG,MESTERSVIG AIRPORT,-,-,GREENLAND,,,-,B
BGNK,QMK,-,NIAQORNAARSUK,NIAQORNAARSUK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGNN,JNN,-,NANORTALIK,NANORTALIK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGNO,-,-,STATION NORD,NORD STATION,-,-,GREENLAND,,,-,B
BGNS,JNS,-,NARSAQ,NARSAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGNT,NIQ,-,NIAQORNAT,NIAQORNAT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGNU,NSQ,-,NUUSSUAQ (KRAULSHAVN),NUUSSUAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGPC,-,-,IKERASASSUAQ,IKERASASSUAQ,-,-,GREENLAND,LAND AIRPORT,PRIVATE,-,B
BGPT,JFR,-,PAAMIUT (FREDERIKSHÅB),PAAMIUT AIRPORT,-,-,GREENLAND,,,-,B
BGQE,PQT,-,QEQERTAQ,QEQERTAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGQK,QFT,-,QASSIARSUK,QASSIARSUK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGQQ,NAQ,-,QAANAAQ,QAANAAQ AIRPORT,-,-,GREENLAND,,,-,B
BGQT,QJH,-,QASSIMIUT,QASSIMIUT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSC,OBY,-,ITTOQQORTOORMIIT (SCORESBYSUND),ITTOQQORTOORMIIT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSF,SFJ,-,KANGERLUSSUAQ (SØNDRE STRØMFJORD),KANGERLUSSUAQ AIRPORT,MITTARFIK KANGERLUSSUAQ,SONDRESTROM AIR BASE,GREENLAND,LAND AIRPORT,PUBLIC,-,B
BGSG,SGG,-,SERMILIGAAQ,SERMILIGAAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSI,SRK,-,SIORAPALUK,SIORAPALUK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSO,QOQ,-,SAARLOQ,SAARLOQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSQ,QUP,-,SAQQAQ (SOLSIDEN),SAQQAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSS,JHS,-,SISIMIUT (HOLSTEINSBORG),SISIMIUT AIRPORT,-,-,GREENLAND,,,-,B
BGST,SAE,-,SAATTUT,SAATTUT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGSV,SVR,-,SAVISSIVIK,SAVISSIVIK HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGTA,TQA,-,"TASIUSAQ, QAASUITSUP",TASIUSAQ HELIPORT (QAASUITSUP),-,-,GREENLAND,HELIPORT,,-,B
BGTL,THU,-,PITUFFIK,THULE AIR BASE,-,-,GREENLAND,,,-,B
BGTN,TQI,-,TIILERILAAQ,TINITEQILAAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGTQ,XEQ,-,"TASIUSAQ, KUJALLEQ",TASIUSAQ HELIPORT (KUJALLEQ),-,-,GREENLAND,HELIPORT,,-,B
BGUK,JUV,-,UPERNAVIK,UPERNAVIK AIRPORT,-,-,GREENLAND,,,-,B
BGUM,UMD,-,UUMMANNAQ,UUMMANNAQ HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BGUQ,JQA,-,UUMMANNAQ,QAARSUT AIRPORT,UUMMANNAQ AIRPORT,-,GREENLAND,STOLPORT,PUBLIC,-,B
BGUT,JUK,-,UKKUSISSAT,UKKUSISSAT HELIPORT,-,-,GREENLAND,HELIPORT,,-,B
BIAR,AEY,-,AKUREYRI,AKUREYRI AIRPORT,AKUREYRARFLUGVÖLLUR,-,ICELAND,,,-,B
BIBA,-,-,BAKKI,BAKKI AIRPORT,-,-,ICELAND,,,-,B
BIBD,BIU,-,BILDUDALUR,BILDUDALUR AIRPORT,-,-,ICELAND,,,-,B
BIBL,BLO,-,BLONDUOS,BLÖNDUÓS AIRPORT,HJALTABAKKI AIRPORT,-,ICELAND,,,-,B
BIBR,-,-,BÚÐARDALUR,BÚÐARDALUR AIRPORT,-,-,ICELAND,,,-,B
BICA,-,-,ICELANDIC TRANSPORT AUTHORITY,AFTN ADDRESSING CODE,-,-,ICELAND,ADMINISTRATIVE,,-,B
BICC,-,-,REYKJAVIC GUFUNES COM CENTRE,AFTN ADDRESSING CODE,-,-,ICELAND,ADMINISTRATIVE,,-,B
BIDV,DJU,-,DJUPIVOGUR,DJUPIVOGUR AIRPORT,-,-,ICELAND,,,-,B
BIEG,EGS,-,EGILSSTADIR,EGILSSTADIR AIRPORT,EGILSSTAÐAFLUGVÖLLUR,-,ICELAND,,,-,B
BIEH,-,-,EINIHOLTSMELAR,EINIHOLTSMELAR AIRPORT,-,-,ICELAND,,,-,B
BIFL,-,-,FLUDIR,FLÚÐIR AIRPORT,-,-,ICELAND,,,-,B
BIFM,FAG,-,FAGURHOLMSMYRI,FAGURHOLMSMYRI AIRPORT,-,-,ICELAND,,,-,B
BIGJ,GJR,-,GJOGUR,GJOGUR AIRPORT,GJÖGURFLUGVÖLLUR,-,ICELAND,,,-,B
BIGR,GRY,-,GRIMSEY,GRIMSEY AIRPORT,GRÍMSEYJARFLUGVÖLLUR,-,ICELAND,,,-,B
BIGS,-,-,GRIMSSTADIR,GRIMSSTADIR AIRPORT,-,-,ICELAND,,,-,B
BIHE,-,-,HERDUBREIDARLINDIR,HERDUBREIDARLINDIR AIRPORT,-,-,ICELAND,,,-,B
BIHI,-,-,HVERAVELLIR,HVERAVELLIR AIRPORT,-,-,ICELAND,,,-,B
BIHK,HVK,-,HOLMAVIK,HOLMAVIK AIRPORT,-,-,ICELAND,,,-,B
BIHL,-,-,HELLA,HELLA AIRPORT,-,-,ICELAND,,,-,B
BIHN,HFN,-,HOFN HORNAFIRDI,HORNAFJÖRÐUR AIRPORT,-,-,ICELAND,,,-,B
BIHU,HZK,-,HUSAVIK,HUSAVIK AIRPORT,HÚSAVÍKURFLUGVÖLLUR,-,ICELAND,,,-,B
BIHZ,-,-,HUSAFELL,HUSAFELL AIRPORT,-,-,ICELAND,,,-,B
BIIS,IFJ,-,ISAFJORDUR,ISAFJORDUR AIRPORT,ÍSAFJARÐARFLUGVÖLLUR,-,ICELAND,,,-,B
BIKA,-,-,KALDARMELAR,KALDARMELAR AIRPORT,-,-,ICELAND,,,-,B
BIKE,-,-,KERLINGARFJOLL,KERLINGARFJOLL AIRPORT,-,-,ICELAND,,,-,B
BIKF,KEF,-,REYKJAVÍK (KEFLAVÍK),KEFLAVÍK INTERNATIONAL AIRPORT,KEFLAVÍKURFLUGVÖLLUR,NAVAL AIR STATION KEFLAVIK,ICELAND,,,-,B
BIKP,OPA,-,KOPASKER,KOPASKER AIRPORT,-,-,ICELAND,,,-,B
BIKR,SAK,-,SAUDARKROKUR,SAUÐÁRKRÓKUR AIRPORT,ALEXANDERSFLUGVÖLLUR,-,ICELAND,,,-,B
BIMK,-,-,MULAKOT,MULAKOT AIRPORT,-,-,ICELAND,,,-,B
BIMM,-,-,MELGERDISMELAR,MELGERDISMELAR AIRFIELD,-,-,ICELAND,,,-,B
BIMS,-,-,TUNGUBAKKAR MOSFELLSBAE,TUNGUBAKKAR AIRFIELD,-,-,ICELAND,,,-,B
BIND,-,-,NYIDALUR,NYIDALUR AIRFIELD,-,-,ICELAND,,,-,B
BINF,NOR,-,NORDFJORDUR,NORÐFJÖRÐUR AIRPORT,NORÐFJÖRÐUR NESKAPSTAD AIRPORT,-,ICELAND,,,-,B
BIRD,-,-,REYKJAVIC FIR/OAC/ACC/FIC,EN ROUTE AIR TRAFFIC CONTROL CENTER,-,-,ICELAND,AIR TRAFFIC CONTROL,DUAL,-,B
BIRE,RHA,-,REYKHOLAR,REYKHOLAR AIRPORT,-,-,ICELAND,,,-,B
BIRF,OLI,-,ÓLAFSVÍK,RIF AIRPORT,-,-,ICELAND,,,-,B
BIRG,RFN,-,RAUFARHOFEN,RAUFARHOFEN AIRPORT,-,-,ICELAND,,,-,B
BIRK,RKV,-,REYKJAVÍK,REYKJAVÍK AIRPORT,REYKJAVÍKURFLUGVÖLLUR,-,ICELAND,,,-,B
BIRL,MVA,-,REYKJAHLID,MÝVATN AIRPORT,REYKJAHLÍÐ AIRPORT,-,ICELAND,,,-,B
BIRS,-,-,REYKJANES,REYKJANES AIRFIELD,-,-,ICELAND,,,-,B
BISA,-,-,SAUDARFLUGVOLLUR,SAUDARFLUGVOLLUR AIRPORT,-,-,ICELAND,,,-,B
BISF,-,-,SELFOSS,SELFOSS AIRPORT,-,-,ICELAND,,,-,B
BISI,SIJ,-,SIGLUFJORDUR,SIGLUFJÖRÐUR AIRPORT,-,-,ICELAND,,,-,B
BISK,-,-,SKOGASANDUR,SKOGASANDUR AIRPORT,-,-,ICELAND,,,-,B
BISL,-,-,SKAFTAFELL,SKAFTAFELL AIRPORT,-,-,ICELAND,,,-,B
BISR,-,-,STORI KROPPUR,STORIKROPPUR AIRSTRIP,-,-,ICELAND,,,-,B
BISS,-,-,REYKJAVIK,SANDSKEIÐ,-,-,ICELAND,,,-,B
BIST,SYK,-,STYKKISHOLMUR,STYKKISHÓLMUR AIRPORT,-,-,ICELAND,,,-,B
BISV,-,-,SKALAVATN,SKALAVATN AIRPORT,-,-,ICELAND,,,-,B
BITA,-,-,REYKJAVIK POST AND TELAGRAPH ADMINISTRATION,AFTN ADDRESSING CODE,-,-,ICELAND,ADMINISTRATIVE,,-,B
BITE,TEY,-,ÞINGEYRI,ÞINGEYRI AIRPORT,-,-,ICELAND,,,-,B
BITM,-,-,ÞÓRSMÖRK ,ÞÓRSMÖRK AIRPORT,-,-,ICELAND,,,-,B
BITN,THO,-,ÞÓRSHÖFN ,ÞÓRSHÖFN AIRPORT,ÞÓRSHAFNARFLUGVÖLLUR,-,ICELAND,,,-,B
BIVI,-,-,VIK,VIK AIRFIELD,-,-,ICELAND,,,-,B
BIVM,VEY,-,VESTMANNAEYJAR,VESTMANNAEYJAR AIRPORT,VESTMANNAEYJAFLUGVÖLLUR,-,ICELAND,,,-,B
BIVO,VPN,-,VOPNAFJÖRÐUR,VOPNAFJÖRÐUR AIRPORT,VOPNAFJARÐARFLUGVÖLLUR,-,ICELAND,,,-,B
BKPR,PRN,-,PRISTINA,PRISTINA INTERNATIONAL AIRPORT,-,-,KOSOVO,,,-,B
EBAK,-,-,KIEL,KIEL HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBAL,-,-,AALST,AALST HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBAM,-,-,AMOUGIES,AMOUGIES AIRFIELD,-,-,BELGIUM,,,-,E
EBAR,-,-,ARLON,ARLON-STERPENICH AERODROME,-,-,BELGIUM,,,-,E
EBAS,-,-,SCHILDE,SCHILDE/'S-GRAVENWEZEL HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBAV,-,-,HANNUT,AVERNAS-LE-BAUDUIN AIRPORT,-,-,BELGIUM,,,-,E
EBAW,ANR,-,ANTWERP,ANTWERP INTERNATIONAL AIRPORT,-,-,BELGIUM,,,-,E
EBBA,-,-,DOUVRAIN,BAUDOUR HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBBC,-,-,BRECHT,BRECHT/LUYCKX HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBBE,-,-,BEAUVECHAIN,BEAUVECHAIN AIR BASE,-,-,BELGIUM,,,-,E
EBBH,-,-,BRECHT,BRECHT/KEYSERS HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBBL,-,-,KLEINE BROGEL,KLEINE BROGEL AIR BASE,-,-,BELGIUM,,,-,E
EBBM,-,-,MICHELBEKE,BRAKEL/MICHELBEKE HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBBN,-,-,BÜLLINGEN,BÜLLINGEN AIRFIELD,-,-,BELGIUM,,,-,E
EBBR,BRU,-,BRUSSELS / ZAVENTEM,BRUSSELS AIRPORT,-,-,BELGIUM,,,-,E
EBBT,-,-,BRASSCHAAT,BRASSCHAAT AIRFIELD,-,-,BELGIUM,,,-,E
EBBV,-,-,BRECHT,BRECHT/VOCHTEN HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBBX,-,-,BERTRIX,JEHONVILLE AIR BASE,-,-,BELGIUM,,,-,E
EBBY,-,-,GENAPPE,GENAPPE AIRPORT,-,-,BELGIUM,,,-,E
EBBZ,-,-,PONT-À-CELLES,PONT-À-CELLES AIRPORT,-,-,BELGIUM,,,-,E
EBCF,-,-,CERFONTAINE,CERFONTAINE AIRPORT,-,-,BELGIUM,,,-,E
EBCH,-,-,LES BRUYÈRES,SHAPE PAD HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBCI,CRL,-,CHARLEROI,BRUSSELS SOUTH CHARLEROI AIRPORT,-,-,BELGIUM,,,-,E
EBCV,-,-,CHIÈVRES,CHIÈVRES AIR BASE,-,-,BELGIUM,,,-,E
EBDI,-,-,DIKSMUIDE,DIKSMUIDE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBDL,-,-,DILSEN-STOKKEM,DILSEN-STOKKEM/LANKLAAR HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBDR,-,-,CDT.FOURCAULT (SHIP),COMMANDANT FOURCAULT HELIDECK,-,-,BELGIUM,HELIPORT,,-,E
EBDT,-,-,SCHAFFEN,SCHAFFEN AIR BASE,-,-,BELGIUM,,,-,E
EBEB,-,-,EVERGEM,EVERGEM/BELZELE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBEN,-,-,RANST,RANST/ENGLES HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBEU,-,-,EDEGEM,UNIVERSITAIR ZIEKENHUIS ANTWERPEN HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBFN,-,-,KOKSIJDE,KOKSIJDE AIR BASE,-,-,BELGIUM,,,-,E
EBFR,-,-,FRANCORCHAMPS,FRANCORCHAMPS HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBFS,-,-,FLORENNES,FLORENNES AIR BASE,-,-,BELGIUM,,,-,E
EBGA,-,-,LEUVEN,UZ LEUVEN HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBGB,-,-,GRIMBERGEN,GRIMBERGEN AIRFIELD,-,-,BELGIUM,,,-,E
EBGE,-,-,LOVERVAL,GRAND HÔPITAL DE CHARLEROIHELIPORT,GHDC ASBL,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBGG,-,-,GERAARDSBERGEN / OVERBOELARE,OVERBOELARE AIRFIELD,-,-,BELGIUM,,,-,E
EBGT,-,-,GHENT,GHENT/INDUSTRY ZONE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBHA,-,-,HAM,HAM HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBHL,-,-,HALEN,HALEN HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBHM,-,-,HASSELT,HASSELT/MAASLAND HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBHN,-,-,HOEVENEN,HOEVENEN AIRFIELD,-,-,BELGIUM,,,-,E
EBHO,-,-,HOLSBEEK,HOLSBEEK HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBHT,-,-,HOUTHALEN-HELCHTEREN,HOUTHALEN HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBIS,-,-,ATH,ATH/ISIERES AIRPORT,-,-,BELGIUM,,,-,E
EBKH,-,-,BALEN,BALEN-KEIHEUVEL AERODROME,-,-,BELGIUM,,,-,E
EBKR,-,-,KRUISHOUTEM,KRUISHOUTEM/SONS HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBKT,KJK,-,KORTRIJK / WEVELGEM,FLANDERS INTERNATIONAL AIRPORT,-,-,BELGIUM,,,-,E
EBKU,-,-,KUURNE,KUURNE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBKW,-,-,KNOKKE-HEIST,KNOKKE-HEIST/WESTKAPELLE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBLB,-,-,ELSENBORN,ELSENBORN-BUTGENBACH AIR BASE,-,-,BELGIUM,,,-,E
EBLC,-,-,LIÈGE,CHR DE LA CITADELLE HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBLE,-,-,LEOPOLDSBURG / BEVERLO,BEVERLO AIR BASE,-,-,BELGIUM,,,-,E
EBLG,LGG,-,LIÈGE,LIÈGE AIRPORT,-,-,BELGIUM,,,-,E
EBLM,-,-,MEULEBEKE,MEULEBEKE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBLN,-,-,ÉGHEZÉE,LIERNU AIRPORT,-,-,BELGIUM,,,-,E
EBLR,-,-,RENINGE,RENINGE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBLS,-,-,LIÈGE,CENTRE HOSPITALIER HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBLT,-,-,LINT,LINT HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBLU,-,-,LUMMEN,LUMMEN HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBLY,-,-,RANST,RANST/LYMAR HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBLZ,-,-,LOCHRISTI,ZAFFELARE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBMB,-,-,STEENOKKERZEEL,MELSBROEK AIR BASE,-,-,BELGIUM,,,-,E
EBMD,-,-,MIDDELHEIM HOSPITAL,MIDDELHEIM HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBME,-,-,MEERBEEK,MEERBEEK HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBMG,-,-,DOISCHE,DOISCHE AIRPORT,-,-,BELGIUM,,,-,E
EBML,-,-,ASSESSE,MAILLEN ULM FIELD,-,-,BELGIUM,,,-,E
EBMO,-,-,MOORSELE,MOORSELE AIRFIELD,-,-,BELGIUM,,,-,E
EBMS,-,-,LIERNEUX,CENTRE MÉDICAL HÉLIPORTÉ ASBL (CMH) HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBMT,-,-,MONTIGNY-LE-TILLEUL,CENTRE HOSPITALIER UNIVERSITAIRE A. VÉSALE HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBMW,-,-,MEISE,MEISE/WOLVERTEM HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBNB,-,-,NAMUR,CLINIQUE SAINT-LUC BOUGE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBNE,-,-,NEERPELT,NEERPELT AIRPORT,-,-,BELGIUM,,,-,E
EBNH,-,-,OSTEND,OOSTENDE HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBNK,-,-,NOKERE,NOKERE/SUYS HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBNM,-,-,NAMUR,NAMUR-SUARLEE AIRPORT,-,-,BELGIUM,,,-,E
EBNP,-,-,NEERPELT,NEERPELT/TILBURGS HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBOB,-,-,OUD-HEVERLEE,OUD-HEVERLEE/BLANDEN HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBOO,-,-,OOSTDIJCKBANK,OOSTDIJCKBANK HELIPORT,-,-,BELGIUM,HELIPORT,PUBLIC,-,E
EBOR,-,-,VRESSE-SUR-SEMOIS,ORCHIMONT AIRPORT,-,-,BELGIUM,,,-,E
EBOS,OST,-,BRUGES / OSTEND,OSTEND–BRUGES INTERNATIONAL AIRPORT,-,-,BELGIUM,,,-,E
EBPW,-,-,PECQ,PECQ/WARCOING HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBRO,-,-,RANST,RANST/VAN DEN BOSCH HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBRR,-,-,RUMBEKE,ROESELARE/RUMBEKE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBSG,-,-,SAINT-GHISLAIN,SAINT-GHISLAIN AIRPORT,-,-,BELGIUM,,,-,E
EBSH,-,-,SAINT-HUBERT,SAINT-HUBERT AIRPORT,-,-,BELGIUM,,,-,E
EBSJ,-,-,BRUGES,AZ SINT-JAN HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBSL,-,-,ZUTENDAAL,ZUTENDAAL AIR BASE,-,-,BELGIUM,,,-,E
EBSP,-,-,SPA,SPA-LA SAUVENIÈRE AIRPORT,-,-,BELGIUM,,,-,E
EBSS,-,-,BRUGES,SINT-LUCAS HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBST,-,-,BRUSTEM / SINT-TRUIDEN,BRUSTEM AIRPORT,-,-,BELGIUM,,,-,E
EBSU,-,-,SAINT-HUBERT,SAINT-HUBERT AIR BASE,-,-,BELGIUM,,,-,E
EBSW,-,-,SINT-PIETERS-LEEUW,SINT-PIETERS-LEEUW HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBTK,-,-,KASTERLEE,TIELEN/KASTERLEE HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
EBTN,-,-,GOETSENHOVEN,GOETSENHOVEN MILITARY AIRFIELD,-,-,BELGIUM,,,-,E
EBTX,-,-,THEUX,VERVIERS-THEUX AIRFIELD,-,-,BELGIUM,,,-,E
EBTY,-,-,TOURNAI,MAUBRAY AIRPORT,-,-,BELGIUM,,,-,E
EBUB,-,-,ANDERLECHT,ERASMUS HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBUC,-,-,WOLUWE-SAINT-LAMBERT,CLINIQUES UNIVERSITAIRES SAINT-LUC HOSPITAL HELIPORT,-,-,BELGIUM,HELIPORT,PRIVATE,-,E
EBUL,-,-,URSEL,URSEL AIR BASE,-,-,BELGIUM,,,-,E
EBVE,-,-,VEURNE,OEREN HELIPORT,-,-,BELGIUM,HELIPORT,,-,E
